programmeCode,studyYear,academicYear,course,courseType
10051,2.0,2011-2012,1661,elective
10051,2.0,2011-2012,1618,elective
10051,2.0,2011-2012,1543,elective
10051,2.0,2011-2012,1471,elective
10051,2.0,2011-2012,1266,elective
10051,2.0,2011-2012,1221,elective
10051,2.0,2011-2012,1171,elective
10051,2.0,2011-2012,1169,elective
10051,2.0,2011-2012,1098,elective
10051,2.0,2012-2013,1985,compulsory
10051,2.0,2012-2013,1018,compulsory
10051,2.0,2012-2013,1745,compulsory-elective
10051,2.0,2012-2013,1538,compulsory-elective
10051,2.0,2012-2013,1424,compulsory-elective
10051,2.0,2012-2013,1149,compulsory-elective
10051,2.0,2012-2013,1923,elective
10051,2.0,2012-2013,1803,elective
10051,2.0,2012-2013,1695,elective
10051,2.0,2012-2013,1551,elective
10051,2.0,2012-2013,1212,elective
10051,2.0,2012-2013,1157,elective
10051,2.0,2012-2013,1136,elective
10051,2.0,2012-2013,1112,elective
10051,2.0,2012-2013,1091,elective
10051,2.0,2012-2013,1085,elective
10051,2.0,2013-2014,1714,compulsory
10051,2.0,2013-2014,1217,compulsory
10051,2.0,2013-2014,1723,compulsory-elective
10051,2.0,2013-2014,1718,compulsory-elective
10051,2.0,2013-2014,1275,compulsory-elective
10051,2.0,2013-2014,1132,compulsory-elective
10051,2.0,2013-2014,1104,compulsory-elective
10051,2.0,2013-2014,1827,elective
10051,2.0,2013-2014,1709,elective
10051,2.0,2013-2014,1675,elective
10051,2.0,2013-2014,1646,elective
10051,2.0,2013-2014,1267,elective
10051,2.0,2013-2014,1176,elective
10051,2.0,2013-2014,1153,elective
10051,2.0,2013-2014,1066,elective
10051,2.0,2014-2015,1033,compulsory
10051,2.0,2014-2015,1933,compulsory-elective
10051,2.0,2014-2015,1403,compulsory-elective
10051,2.0,2014-2015,1290,compulsory-elective
10051,2.0,2014-2015,1157,compulsory-elective
10051,2.0,2014-2015,1089,compulsory-elective
10051,2.0,2014-2015,1079,compulsory-elective
10051,2.0,2014-2015,1885,elective
10051,2.0,2014-2015,1872,elective
10051,2.0,2014-2015,1840,elective
10051,2.0,2014-2015,1765,elective
10051,2.0,2014-2015,1732,elective
10051,2.0,2014-2015,1702,elective
10051,2.0,2014-2015,1654,elective
10051,2.0,2014-2015,1615,elective
10051,2.0,2014-2015,1536,elective
10051,2.0,2014-2015,1532,elective
10051,2.0,2014-2015,1531,elective
10051,2.0,2014-2015,1498,elective
10051,2.0,2014-2015,1454,elective
10051,2.0,2014-2015,1324,elective
10051,2.0,2014-2015,1215,elective
10051,2.0,2014-2015,1063,elective
10051,2.0,2015-2016,1700,compulsory
10051,2.0,2015-2016,1902,compulsory-elective
10051,2.0,2015-2016,1826,compulsory-elective
10051,2.0,2015-2016,1720,compulsory-elective
10051,2.0,2015-2016,1716,compulsory-elective
10051,2.0,2015-2016,1977,elective
10051,2.0,2015-2016,1915,elective
10051,2.0,2015-2016,1913,elective
10051,2.0,2015-2016,1853,elective
10051,2.0,2015-2016,1420,elective
10051,2.0,2015-2016,1345,elective
10051,2.0,2015-2016,1292,elective
10051,2.0,2015-2016,1154,elective
10051,2.0,2015-2016,1153,elective
10051,2.0,2015-2016,1014,elective
10051,2.0,2016-2017,1391,compulsory
10051,2.0,2016-2017,1621,compulsory-elective
10051,2.0,2016-2017,1404,compulsory-elective
10051,2.0,2016-2017,1826,elective
10051,2.0,2016-2017,1784,elective
10051,2.0,2016-2017,1769,elective
10051,2.0,2016-2017,1734,elective
10051,2.0,2016-2017,1507,elective
10051,2.0,2016-2017,1433,elective
10051,2.0,2016-2017,1395,elective
10051,2.0,2016-2017,1257,elective
10051,2.0,2016-2017,1211,elective
10051,2.0,2016-2017,1178,elective
10051,2.0,2016-2017,1074,elective
10051,2.0,2017-2018,1775,compulsory
10051,2.0,2017-2018,1704,compulsory-elective
10051,2.0,2017-2018,1286,compulsory-elective
10051,2.0,2017-2018,1870,elective
10051,2.0,2017-2018,1796,elective
10051,2.0,2017-2018,1630,elective
10051,2.0,2017-2018,1622,elective
10051,2.0,2017-2018,1589,elective
10051,2.0,2017-2018,1555,elective
10051,2.0,2017-2018,1529,elective
10051,2.0,2017-2018,1207,elective
10051,2.0,2017-2018,1196,elective
10051,2.0,2018-2019,1359,compulsory
10051,2.0,2018-2019,1170,compulsory-elective
10051,2.0,2018-2019,1060,compulsory-elective
10051,2.0,2018-2019,1958,elective
10051,2.0,2018-2019,1905,elective
10051,2.0,2018-2019,1802,elective
10051,2.0,2018-2019,1666,elective
10051,2.0,2018-2019,1607,elective
10051,2.0,2018-2019,1595,elective
10051,2.0,2018-2019,1491,elective
10051,2.0,2018-2019,1385,elective
10051,2.0,2019-2020,1975,compulsory
10051,2.0,2019-2020,1864,compulsory
10051,2.0,2019-2020,1814,compulsory
10051,2.0,2019-2020,1270,compulsory
10051,2.0,2019-2020,1875,elective
10051,2.0,2019-2020,1779,elective
10051,2.0,2019-2020,1711,elective
10051,2.0,2019-2020,1654,elective
10051,2.0,2019-2020,1634,elective
10051,2.0,2019-2020,1631,elective
10051,2.0,2019-2020,1626,elective
10051,2.0,2019-2020,1621,elective
10051,2.0,2019-2020,1485,elective
10051,2.0,2019-2020,1482,elective
10051,2.0,2019-2020,1483,elective
10051,2.0,2019-2020,1390,elective
10051,2.0,2019-2020,1295,elective
10051,2.0,2019-2020,1254,elective
10051,2.0,2019-2020,1064,elective
10051,2.0,2020-2021,1872,compulsory
10051,2.0,2020-2021,1624,compulsory
10051,2.0,2020-2021,1795,compulsory-elective
10051,2.0,2020-2021,1581,compulsory-elective
10051,2.0,2020-2021,1484,compulsory-elective
10051,2.0,2020-2021,1327,compulsory-elective
10051,2.0,2020-2021,1214,compulsory-elective
10051,2.0,2020-2021,1964,elective
10051,2.0,2020-2021,1874,elective
10051,2.0,2020-2021,1817,elective
10051,2.0,2020-2021,1757,elective
10051,2.0,2020-2021,1752,elective
10051,2.0,2020-2021,1749,elective
10051,2.0,2020-2021,1739,elective
10051,2.0,2020-2021,1740,elective
10051,2.0,2020-2021,1596,elective
10051,2.0,2020-2021,1517,elective
10051,2.0,2020-2021,1338,elective
10051,2.0,2020-2021,1274,elective
10051,2.0,2020-2021,1253,elective
10051,2.0,2020-2021,1030,elective
10051,2.0,2020-2021,1023,elective
10051,2.0,2021-2022,1549,compulsory
10051,2.0,2021-2022,1850,compulsory-elective
10051,2.0,2021-2022,1605,compulsory-elective
10051,2.0,2021-2022,1434,compulsory-elective
10051,2.0,2021-2022,1293,compulsory-elective
10051,2.0,2021-2022,1191,compulsory-elective
10051,2.0,2021-2022,1869,elective
10051,2.0,2021-2022,1767,elective
10051,2.0,2021-2022,1679,elective
10051,2.0,2021-2022,1634,elective
10051,2.0,2021-2022,1564,elective
10051,2.0,2021-2022,1553,elective
10051,2.0,2021-2022,1281,elective
10051,2.0,2021-2022,1130,elective
10051,2.0,2021-2022,1064,elective
10051,2.0,2021-2022,1012,elective
10051,2.0,2022-2023,1071,compulsory
10051,2.0,2022-2023,1899,compulsory-elective
10051,2.0,2022-2023,1855,compulsory-elective
10051,2.0,2022-2023,1454,compulsory-elective
10051,2.0,2022-2023,1265,compulsory-elective
10051,2.0,2022-2023,1162,compulsory-elective
10051,2.0,2022-2023,1956,elective
10051,2.0,2022-2023,1894,elective
10051,2.0,2022-2023,1783,elective
10051,2.0,2022-2023,1774,elective
10051,2.0,2022-2023,1671,elective
10051,2.0,2022-2023,1516,elective
10051,2.0,2022-2023,1268,elective
10051,2.0,2022-2023,1232,elective
10051,2.0,2022-2023,1188,elective
10051,2.0,2022-2023,1168,elective
10051,2.0,2022-2023,1060,elective
10051,2.0,2023-2024,1275,compulsory
10051,2.0,2023-2024,1844,compulsory-elective
10051,2.0,2023-2024,1845,compulsory-elective
10051,2.0,2023-2024,1398,compulsory-elective
10051,2.0,2023-2024,1895,elective
10051,2.0,2023-2024,1881,elective
10051,2.0,2023-2024,1735,elective
10051,2.0,2023-2024,1718,elective
10051,2.0,2023-2024,1715,elective
10051,2.0,2023-2024,1682,elective
10051,2.0,2023-2024,1666,elective
10051,2.0,2023-2024,1599,elective
10051,2.0,2023-2024,1591,elective
10051,2.0,2023-2024,1564,elective
10051,2.0,2023-2024,1531,elective
10051,2.0,2023-2024,1477,elective
10051,2.0,2023-2024,1455,elective
10051,2.0,2023-2024,1388,elective
10051,2.0,2023-2024,1347,elective
10051,2.0,2023-2024,1196,elective
10051,2.0,2024-2025,1343,compulsory
10051,2.0,2024-2025,1980,compulsory-elective
10051,2.0,2024-2025,1939,compulsory-elective
10051,2.0,2024-2025,1888,compulsory-elective
10051,2.0,2024-2025,1493,compulsory-elective
10051,2.0,2024-2025,1426,compulsory-elective
10051,2.0,2024-2025,1292,compulsory-elective
10051,2.0,2024-2025,1937,elective
10051,2.0,2024-2025,1796,elective
10051,2.0,2024-2025,1728,elective
10051,2.0,2024-2025,1675,elective
10051,2.0,2024-2025,1454,elective
10051,2.0,2024-2025,1446,elective
10051,2.0,2024-2025,1141,elective
10051,2.0,2024-2025,1116,elective
10051,2.0,2024-2025,1086,elective
10051,2.0,2024-2025,1029,elective
10051,2.0,2024-2025,1022,elective
10051,2.0,2025-2026,1462,compulsory
10051,2.0,2025-2026,1912,compulsory-elective
10051,2.0,2025-2026,1822,compulsory-elective
10051,2.0,2025-2026,1765,elective
10051,2.0,2025-2026,1563,elective
10051,2.0,2025-2026,1426,elective
10051,2.0,2025-2026,1359,elective
10051,2.0,2025-2026,1311,elective
10051,2.0,2025-2026,1287,elective
10051,2.0,2025-2026,1078,elective
10051,2.0,2025-2026,1046,elective
10051,2.0,2026-2027,1928,compulsory
10051,2.0,2026-2027,1185,compulsory
10051,2.0,2026-2027,1503,compulsory
10051,2.0,2026-2027,1037,compulsory
10051,2.0,2026-2027,1986,elective
10051,2.0,2026-2027,1461,elective
10051,2.0,2026-2027,1390,elective
10051,2.0,2026-2027,1321,elective
10051,2.0,2026-2027,1303,elective
10051,2.0,2026-2027,1298,elective
10051,2.0,2026-2027,1229,elective
10051,2.0,2026-2027,1128,elective
10052,1.0,2010-2011,1988,compulsory
10052,1.0,2010-2011,1728,compulsory-elective
10052,1.0,2010-2011,1610,compulsory-elective
10052,1.0,2010-2011,1563,compulsory-elective
10052,1.0,2010-2011,1340,compulsory-elective
10052,1.0,2010-2011,1193,compulsory-elective
10052,1.0,2010-2011,1068,compulsory-elective
10052,1.0,2010-2011,1912,elective
10052,1.0,2010-2011,1777,elective
10052,1.0,2010-2011,1737,elective
10052,1.0,2010-2011,1662,elective
10052,1.0,2010-2011,1526,elective
10052,1.0,2010-2011,1439,elective
10052,1.0,2010-2011,1322,elective
10052,1.0,2010-2011,1315,elective
10052,1.0,2010-2011,1278,elective
10052,1.0,2010-2011,1233,elective
10052,1.0,2010-2011,1217,elective
10052,1.0,2010-2011,1184,elective
10052,1.0,2010-2011,1170,elective
10052,1.0,2010-2011,1060,elective
10052,1.0,2010-2011,1034,elective
10052,1.0,2010-2011,1017,elective
10052,1.0,2011-2012,1326,compulsory
10052,1.0,2011-2012,1970,compulsory-elective
10052,1.0,2011-2012,1937,compulsory-elective
10052,1.0,2011-2012,1744,compulsory-elective
10052,1.0,2011-2012,1717,compulsory-elective
10052,1.0,2011-2012,1527,compulsory-elective
10052,1.0,2011-2012,1032,compulsory-elective
10052,1.0,2011-2012,1949,elective
10052,1.0,2011-2012,1816,elective
10052,1.0,2011-2012,1556,elective
10052,1.0,2011-2012,1537,elective
10052,1.0,2011-2012,1474,elective
10052,1.0,2011-2012,1396,elective
10052,1.0,2011-2012,1353,elective
10052,1.0,2011-2012,1325,elective
10052,1.0,2011-2012,1295,elective
10052,1.0,2011-2012,1289,elective
10052,1.0,2011-2012,1145,elective
10052,1.0,2011-2012,1125,elective
10052,1.0,2011-2012,1035,elective
10052,1.0,2011-2012,1019,elective
10052,1.0,2012-2013,1429,compulsory
10052,1.0,2012-2013,1939,compulsory-elective
10052,1.0,2012-2013,1495,compulsory-elective
10052,1.0,2012-2013,1427,compulsory-elective
10052,1.0,2012-2013,1984,elective
10052,1.0,2012-2013,1983,elective
10052,1.0,2012-2013,1931,elective
10052,1.0,2012-2013,1832,elective
10052,1.0,2012-2013,1583,elective
10052,1.0,2012-2013,1539,elective
10052,1.0,2012-2013,1326,elective
10052,1.0,2012-2013,1050,elective
10052,1.0,2012-2013,1021,elective
10052,1.0,2013-2014,1976,compulsory
10052,1.0,2013-2014,1912,compulsory
10052,1.0,2013-2014,1414,compulsory
10052,1.0,2013-2014,1096,compulsory
10052,1.0,2013-2014,1994,elective
10052,1.0,2013-2014,1853,elective
10052,1.0,2013-2014,1780,elective
10052,1.0,2013-2014,1762,elective
10052,1.0,2013-2014,1690,elective
10052,1.0,2013-2014,1649,elective
10052,1.0,2013-2014,1540,elective
10052,1.0,2013-2014,1390,elective
10052,1.0,2013-2014,1357,elective
10052,1.0,2013-2014,1104,elective
10052,1.0,2013-2014,1101,elective
10052,1.0,2013-2014,1021,elective
10052,1.0,2014-2015,1631,compulsory
10052,1.0,2014-2015,1237,compulsory
10052,1.0,2014-2015,1720,compulsory-elective
10052,1.0,2014-2015,1707,compulsory-elective
10052,1.0,2014-2015,1635,compulsory-elective
10052,1.0,2014-2015,1580,compulsory-elective
10052,1.0,2014-2015,1545,compulsory-elective
10052,1.0,2014-2015,1950,elective
10052,1.0,2014-2015,1917,elective
10052,1.0,2014-2015,1889,elective
10052,1.0,2014-2015,1742,elective
10052,1.0,2014-2015,1694,elective
10052,1.0,2014-2015,1503,elective
10052,1.0,2014-2015,1481,elective
10052,1.0,2014-2015,1475,elective
10052,1.0,2014-2015,1322,elective
10052,1.0,2014-2015,1255,elective
10052,1.0,2015-2016,1805,compulsory
10052,1.0,2015-2016,1941,compulsory-elective
10052,1.0,2015-2016,1763,compulsory-elective
10052,1.0,2015-2016,1694,compulsory-elective
10052,1.0,2015-2016,1390,compulsory-elective
10052,1.0,2015-2016,1297,compulsory-elective
10052,1.0,2015-2016,1918,elective
10052,1.0,2015-2016,1826,elective
10052,1.0,2015-2016,1665,elective
10052,1.0,2015-2016,1631,elective
10052,1.0,2015-2016,1586,elective
10052,1.0,2015-2016,1326,elective
10052,1.0,2015-2016,1241,elective
10052,1.0,2015-2016,1099,elective
10052,1.0,2016-2017,1712,compulsory
10052,1.0,2016-2017,1997,compulsory-elective
10052,1.0,2016-2017,1861,compulsory-elective
10052,1.0,2016-2017,1733,compulsory-elective
10052,1.0,2016-2017,1727,compulsory-elective
10052,1.0,2016-2017,1568,compulsory-elective
10052,1.0,2016-2017,1126,compulsory-elective
10052,1.0,2016-2017,1952,elective
10052,1.0,2016-2017,1887,elective
10052,1.0,2016-2017,1863,elective
10052,1.0,2016-2017,1748,elective
10052,1.0,2016-2017,1685,elective
10052,1.0,2016-2017,1655,elective
10052,1.0,2016-2017,1618,elective
10052,1.0,2016-2017,1414,elective
10052,1.0,2016-2017,1391,elective
10052,1.0,2016-2017,1057,elective
10052,1.0,2017-2018,1819,compulsory
10052,1.0,2017-2018,1918,compulsory-elective
10052,1.0,2017-2018,1836,compulsory-elective
10052,1.0,2017-2018,1423,compulsory-elective
10052,1.0,2017-2018,1993,elective
10052,1.0,2017-2018,1978,elective
10052,1.0,2017-2018,1959,elective
10052,1.0,2017-2018,1850,elective
10052,1.0,2017-2018,1815,elective
10052,1.0,2017-2018,1766,elective
10052,1.0,2017-2018,1658,elective
10052,1.0,2017-2018,1508,elective
10052,1.0,2017-2018,1447,elective
10052,1.0,2017-2018,1083,elective
10052,1.0,2018-2019,1924,compulsory
10052,1.0,2018-2019,1721,compulsory
10052,1.0,2018-2019,1991,compulsory-elective
10052,1.0,2018-2019,1968,compulsory-elective
10052,1.0,2018-2019,1864,compulsory-elective
10052,1.0,2018-2019,1848,compulsory-elective
10052,1.0,2018-2019,1936,elective
10052,1.0,2018-2019,1863,elective
10052,1.0,2018-2019,1665,elective
10052,1.0,2018-2019,1543,elective
10052,1.0,2018-2019,1403,elective
10052,1.0,2018-2019,1389,elective
10052,1.0,2018-2019,1310,elective
10052,1.0,2018-2019,1158,elective
10052,1.0,2018-2019,1031,elective
10052,1.0,2018-2019,1030,elective
10052,1.0,2018-2019,1024,elective
10052,1.0,2019-2020,1302,compulsory
10052,1.0,2019-2020,1728,compulsory-elective
10052,1.0,2019-2020,1123,compulsory-elective
10052,1.0,2019-2020,1041,compulsory-elective
10052,1.0,2019-2020,1658,elective
10052,1.0,2019-2020,1646,elective
10052,1.0,2019-2020,1524,elective
10052,1.0,2019-2020,1389,elective
10052,1.0,2019-2020,1279,elective
10052,1.0,2019-2020,1152,elective
10052,1.0,2019-2020,1142,elective
10052,1.0,2019-2020,1141,elective
10052,1.0,2019-2020,1116,elective
10052,1.0,2019-2020,1055,elective
10052,1.0,2019-2020,1031,elective
10052,1.0,2020-2021,1765,compulsory
10052,1.0,2020-2021,1522,compulsory
10052,1.0,2020-2021,1563,compulsory-elective
10052,1.0,2020-2021,1235,compulsory-elective
10052,1.0,2020-2021,1144,compulsory-elective
10052,1.0,2020-2021,1008,compulsory-elective
10052,1.0,2020-2021,1965,elective
10052,1.0,2020-2021,1573,elective
10052,1.0,2020-2021,1529,elective
10052,1.0,2020-2021,1435,elective
10052,1.0,2020-2021,1420,elective
10052,1.0,2020-2021,1341,elective
10052,1.0,2020-2021,1282,elective
10052,1.0,2020-2021,1186,elective
10052,1.0,2020-2021,1142,elective
10052,1.0,2020-2021,1076,elective
10052,1.0,2020-2021,1016,elective
10052,1.0,2021-2022,1989,compulsory
10052,1.0,2021-2022,1690,compulsory-elective
10052,1.0,2021-2022,1593,compulsory-elective
10052,1.0,2021-2022,1525,compulsory-elective
10052,1.0,2021-2022,1420,compulsory-elective
10052,1.0,2021-2022,1243,compulsory-elective
10052,1.0,2021-2022,1065,compulsory-elective
10052,1.0,2021-2022,1895,elective
10052,1.0,2021-2022,1798,elective
10052,1.0,2021-2022,1742,elective
10052,1.0,2021-2022,1663,elective
10052,1.0,2021-2022,1536,elective
10052,1.0,2021-2022,1485,elective
10052,1.0,2021-2022,1436,elective
10052,1.0,2021-2022,1216,elective
10052,1.0,2021-2022,1156,elective
10052,1.0,2021-2022,1023,elective
10052,1.0,2022-2023,1646,compulsory
10052,1.0,2022-2023,1834,compulsory-elective
10052,1.0,2022-2023,1700,compulsory-elective
10052,1.0,2022-2023,1346,compulsory-elective
10052,1.0,2022-2023,1343,compulsory-elective
10052,1.0,2022-2023,1991,elective
10052,1.0,2022-2023,1977,elective
10052,1.0,2022-2023,1963,elective
10052,1.0,2022-2023,1959,elective
10052,1.0,2022-2023,1872,elective
10052,1.0,2022-2023,1818,elective
10052,1.0,2022-2023,1817,elective
10052,1.0,2022-2023,1733,elective
10052,1.0,2022-2023,1696,elective
10052,1.0,2022-2023,1651,elective
10052,1.0,2022-2023,1227,elective
10052,1.0,2022-2023,1192,elective
10052,1.0,2022-2023,1096,elective
10052,1.0,2022-2023,1078,elective
10052,1.0,2022-2023,1003,elective
10052,1.0,2023-2024,1814,compulsory
10052,1.0,2023-2024,1123,compulsory
10052,1.0,2023-2024,1926,compulsory-elective
10052,1.0,2023-2024,1695,compulsory-elective
10052,1.0,2023-2024,1691,compulsory-elective
10052,1.0,2023-2024,1670,compulsory-elective
10052,1.0,2023-2024,1035,compulsory-elective
10052,1.0,2023-2024,1957,elective
10052,1.0,2023-2024,1925,elective
10052,1.0,2023-2024,1674,elective
10052,1.0,2023-2024,1552,elective
10052,1.0,2023-2024,1535,elective
10052,1.0,2023-2024,1524,elective
10052,1.0,2023-2024,1498,elective
10052,1.0,2023-2024,1475,elective
10052,1.0,2023-2024,1148,elective
10052,1.0,2023-2024,1107,elective
10052,1.0,2024-2025,1629,compulsory
10052,1.0,2024-2025,1449,compulsory
10052,1.0,2024-2025,1805,compulsory-elective
10052,1.0,2024-2025,1614,compulsory-elective
10052,1.0,2024-2025,1604,compulsory-elective
10052,1.0,2024-2025,1228,compulsory-elective
10052,1.0,2024-2025,1987,elective
10052,1.0,2024-2025,1980,elective
10052,1.0,2024-2025,1921,elective
10052,1.0,2024-2025,1904,elective
10052,1.0,2024-2025,1860,elective
10052,1.0,2024-2025,1790,elective
10052,1.0,2024-2025,1746,elective
10052,1.0,2024-2025,1686,elective
10052,1.0,2024-2025,1679,elective
10052,1.0,2024-2025,1544,elective
10052,1.0,2024-2025,1496,elective
10052,1.0,2024-2025,1370,elective
10052,1.0,2024-2025,1294,elective
10052,1.0,2024-2025,1175,elective
10052,1.0,2024-2025,1107,elective
10052,1.0,2025-2026,1821,compulsory
10052,1.0,2025-2026,1557,compulsory
10052,1.0,2025-2026,1627,compulsory-elective
10052,1.0,2025-2026,1113,compulsory-elective
10052,1.0,2025-2026,1026,compulsory-elective
10052,1.0,2025-2026,1807,elective
10052,1.0,2025-2026,1784,elective
10052,1.0,2025-2026,1519,elective
10052,1.0,2025-2026,1503,elective
10052,1.0,2025-2026,1424,elective
10052,1.0,2025-2026,1400,elective
10052,1.0,2025-2026,1371,elective
10052,1.0,2025-2026,1124,elective
10052,1.0,2026-2027,1899,compulsory
10052,1.0,2026-2027,1812,compulsory-elective
10052,1.0,2026-2027,1512,compulsory-elective
10052,1.0,2026-2027,1350,compulsory-elective
10052,1.0,2026-2027,1969,elective
10052,1.0,2026-2027,1868,elective
10052,1.0,2026-2027,1724,elective
10052,1.0,2026-2027,1457,elective
10052,1.0,2026-2027,1438,elective
10052,1.0,2026-2027,1255,elective
10052,1.0,2026-2027,1171,elective
10052,1.0,2026-2027,1098,elective
10052,1.0,2026-2027,1088,elective
10052,2.0,2010-2011,1260,compulsory
10052,2.0,2010-2011,1026,compulsory
10052,2.0,2010-2011,1709,compulsory-elective
10052,2.0,2010-2011,1625,compulsory-elective
10052,2.0,2010-2011,1270,compulsory-elective
10052,2.0,2010-2011,1792,elective
10052,2.0,2010-2011,1718,elective
10052,2.0,2010-2011,1634,elective
10052,2.0,2010-2011,1535,elective
10052,2.0,2010-2011,1525,elective
10052,2.0,2010-2011,1379,elective
10052,2.0,2010-2011,1377,elective
10052,2.0,2010-2011,1350,elective
10052,2.0,2010-2011,1320,elective
10052,2.0,2010-2011,1185,elective
10052,2.0,2010-2011,1017,elective
10052,2.0,2011-2012,1609,compulsory
10052,2.0,2011-2012,1529,compulsory-elective
10052,2.0,2011-2012,1502,compulsory-elective
10052,2.0,2011-2012,1156,compulsory-elective
10052,2.0,2011-2012,1123,compulsory-elective
10052,2.0,2011-2012,1049,compulsory-elective
10052,2.0,2011-2012,1026,compulsory-elective
10052,2.0,2011-2012,1948,elective
10052,2.0,2011-2012,1844,elective
10052,2.0,2011-2012,1610,elective
10052,2.0,2011-2012,1583,elective
10052,2.0,2011-2012,1535,elective
10052,2.0,2011-2012,1526,elective
10052,2.0,2011-2012,1268,elective
10052,2.0,2011-2012,1152,elective
10052,2.0,2012-2013,1911,compulsory
10052,2.0,2012-2013,1603,compulsory
10052,2.0,2012-2013,1401,compulsory-elective
10052,2.0,2012-2013,1337,compulsory-elective
10052,2.0,2012-2013,1305,compulsory-elective
10052,2.0,2012-2013,1142,compulsory-elective
10052,2.0,2012-2013,1070,compulsory-elective
10052,2.0,2012-2013,1008,compulsory-elective
10052,2.0,2012-2013,1990,elective
10052,2.0,2012-2013,1940,elective
10052,2.0,2012-2013,1890,elective
10052,2.0,2012-2013,1865,elective
10052,2.0,2012-2013,1846,elective
10052,2.0,2012-2013,1727,elective
10052,2.0,2012-2013,1717,elective
10052,2.0,2012-2013,1674,elective
10052,2.0,2012-2013,1654,elective
10052,2.0,2012-2013,1640,elective
10052,2.0,2012-2013,1419,elective
10052,2.0,2012-2013,1367,elective
10052,2.0,2012-2013,1237,elective
10052,2.0,2012-2013,1145,elective
10052,2.0,2012-2013,1064,elective
10052,2.0,2013-2014,1774,compulsory
10052,2.0,2013-2014,1744,compulsory
10052,2.0,2013-2014,1926,compulsory-elective
10052,2.0,2013-2014,1737,compulsory-elective
10052,2.0,2013-2014,1562,compulsory-elective
10052,2.0,2013-2014,1934,elective
10052,2.0,2013-2014,1849,elective
10052,2.0,2013-2014,1756,elective
10052,2.0,2013-2014,1751,elective
10052,2.0,2013-2014,1419,elective
10052,2.0,2013-2014,1372,elective
10052,2.0,2013-2014,1275,elective
10052,2.0,2013-2014,1228,elective
10052,2.0,2013-2014,1101,elective
10052,2.0,2013-2014,1022,elective
10052,2.0,2014-2015,1846,compulsory
10052,2.0,2014-2015,1860,compulsory-elective
10052,2.0,2014-2015,1833,compulsory-elective
10052,2.0,2014-2015,1703,compulsory-elective
10052,2.0,2014-2015,1449,compulsory-elective
10052,2.0,2014-2015,1064,compulsory-elective
10052,2.0,2014-2015,1995,elective
10052,2.0,2014-2015,1950,elective
10052,2.0,2014-2015,1861,elective
10052,2.0,2014-2015,1851,elective
10052,2.0,2014-2015,1830,elective
10052,2.0,2014-2015,1778,elective
10052,2.0,2014-2015,1735,elective
10052,2.0,2014-2015,1736,elective
10052,2.0,2014-2015,1523,elective
10052,2.0,2014-2015,1357,elective
10052,2.0,2014-2015,1098,elective
10052,2.0,2014-2015,1092,elective
10052,2.0,2015-2016,1403,compulsory
10052,2.0,2015-2016,1651,compulsory-elective
10052,2.0,2015-2016,1331,compulsory-elective
10052,2.0,2015-2016,1986,elective
10052,2.0,2015-2016,1920,elective
10052,2.0,2015-2016,1855,elective
10052,2.0,2015-2016,1835,elective
10052,2.0,2015-2016,1755,elective
10052,2.0,2015-2016,1722,elective
10052,2.0,2015-2016,1548,elective
10052,2.0,2015-2016,1436,elective
10052,2.0,2015-2016,1365,elective
10052,2.0,2015-2016,1281,elective
10052,2.0,2015-2016,1254,elective
10052,2.0,2015-2016,1224,elective
10052,2.0,2015-2016,1179,elective
10052,2.0,2015-2016,1178,elective
10052,2.0,2015-2016,1092,elective
10052,2.0,2015-2016,1088,elective
10052,2.0,2016-2017,1201,compulsory
10052,2.0,2016-2017,1934,compulsory-elective
10052,2.0,2016-2017,1762,compulsory-elective
10052,2.0,2016-2017,1711,compulsory-elective
10052,2.0,2016-2017,1532,compulsory-elective
10052,2.0,2016-2017,1122,compulsory-elective
10052,2.0,2016-2017,1091,compulsory-elective
10052,2.0,2016-2017,1983,elective
10052,2.0,2016-2017,1845,elective
10052,2.0,2016-2017,1730,elective
10052,2.0,2016-2017,1614,elective
10052,2.0,2016-2017,1568,elective
10052,2.0,2016-2017,1423,elective
10052,2.0,2016-2017,1397,elective
10052,2.0,2016-2017,1391,elective
10052,2.0,2016-2017,1254,elective
10052,2.0,2016-2017,1231,elective
10052,2.0,2016-2017,1173,elective
10052,2.0,2016-2017,1169,elective
10052,2.0,2016-2017,1099,elective
10052,2.0,2016-2017,1084,elective
10052,2.0,2016-2017,1068,elective
10052,2.0,2017-2018,1254,compulsory
10052,2.0,2017-2018,1530,compulsory-elective
10052,2.0,2017-2018,1453,compulsory-elective
10052,2.0,2017-2018,1206,compulsory-elective
10052,2.0,2017-2018,1102,compulsory-elective
10052,2.0,2017-2018,1981,elective
10052,2.0,2017-2018,1890,elective
10052,2.0,2017-2018,1771,elective
10052,2.0,2017-2018,1750,elective
10052,2.0,2017-2018,1594,elective
10052,2.0,2017-2018,1589,elective
10052,2.0,2017-2018,1539,elective
10052,2.0,2017-2018,1537,elective
10052,2.0,2017-2018,1528,elective
10052,2.0,2017-2018,1463,elective
10052,2.0,2017-2018,1430,elective
10052,2.0,2017-2018,1311,elective
10052,2.0,2017-2018,1231,elective
10052,2.0,2017-2018,1166,elective
10052,2.0,2017-2018,1131,elective
10052,2.0,2017-2018,1093,elective
10052,2.0,2018-2019,1035,compulsory
10052,2.0,2018-2019,1911,compulsory-elective
10052,2.0,2018-2019,1829,compulsory-elective
